food_name,diet_type,culture,meal_type,calories,protein,carbs,fat,medical_suitability,cost_per_100g,carbon_score,recommended_for,avoid_for,category,recipe
Vegan Oatmeal,Vegan,Western,Lunch,257,10,67,5,diabetes,33,1.5,"Low GI, High Fiber","High Sugar, Refined Carbs",Main Meal,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Samosa,Vegetarian,Indian,Lunch,236,4,28,8,hypertension,41,2.2,Low Sodium,"High Sodium, Processed",Main Meal,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Chicken Sausages with Gravy,Non-Vegetarian,Asian,Breakfast,345,22,6,28,"diabetes,heart",79,4.7,"Low GI, High Fiber, Heart Healthy","High Saturated Fat, Sodium, High Sugar, Refined Carbs",Breakfast,"Prepare in thick gravy with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Trail Mix,Vegan,Western,Dinner,227,8,30,13,hypertension,33,1.2,Low Sodium,"High Sodium, Processed",Main Meal,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Pav Bhaji Dry,Vegetarian,Asian,Breakfast,450,11,60,10,general,46,1.8,General Health,Excessive Processing,Breakfast,"Prepare dry with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Samosa Spicy,Vegetarian,Indian,Snack,241,4,31,10,pcos,39,2.7,Anti-inflammatory,"High Sugar, Processed Foods",Snack,"Prepare using traditional methods with extra spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Dal Makhani Deluxe,Vegetarian,Western,Lunch,348,16,32,14,diabetes,32,2,"Low GI, High Fiber","High Sugar, Refined Carbs",Main Meal,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Tofu Curry Mild,Vegan,Western,Dinner,337,19,25,15,"hypertension,thyroid",32,1,"Low Sodium, Balanced Iodine","High Sodium, Processed, Goitrogenic Foods",Main Meal,"Prepare using traditional methods with mild spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Kadai Vegetable,Vegetarian,Mediterranean,Snack,347,9,36,19,hypertension,44,2,Low Sodium,"High Sodium, Processed",Snack,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Vegan Cookies,Vegan,Indian,Lunch,196,3,35,6,ibs,47,1.6,Low FODMAP,High FODMAP,Main Meal,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Vada Pav Spicy,Vegetarian,Indian,Breakfast,296,9,43,9,pcos,43,2.7,Anti-inflammatory,"High Sugar, Processed Foods",Breakfast,"Prepare using traditional methods with extra spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Chole Bhature,Vegetarian,Western,Dinner,632,15,64,18,hypertension,35,1.7,Low Sodium,"High Sodium, Processed",Main Meal,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Vegan Smoothie with Gravy,Vegan,Mediterranean,Snack,193,7,39,4,heart,38,1,Heart Healthy,"High Saturated Fat, Sodium",Snack,"Prepare in thick gravy with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Kadai Vegetable,Vegetarian,Mediterranean,Snack,367,14,30,17,thyroid,37,1.9,Balanced Iodine,Goitrogenic Foods,Snack,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Chana Masala Mild,Vegetarian,Asian,Dinner,311,17,63,7,diabetes,36,2.6,"Low GI, High Fiber","High Sugar, Refined Carbs",Main Meal,"Prepare using traditional methods with mild spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Mutton Rogan Josh Spicy,Non-Vegetarian,Mediterranean,Breakfast,466,29,15,29,hypertension,68,3.2,Low Sodium,"High Sodium, Processed",Breakfast,"Prepare using traditional methods with extra spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Vegetable Cutlet with Gravy,Vegetarian,Indian,Dinner,251,5,27,9,thyroid,46,3,Balanced Iodine,Goitrogenic Foods,Main Meal,"Prepare in thick gravy with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Oats Porridge Mild,Vegetarian,Western,Lunch,297,12,57,8,general,32,2.9,General Health,Excessive Processing,Main Meal,"Prepare using traditional methods with mild spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Samosa Dry,Vegetarian,Asian,Snack,247,4,33,8,"obesity,heart",34,2.7,"Heart Healthy, Weight Management","High Calorie, Processed, High Saturated Fat, Sodium",Snack,"Prepare dry with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Baingan Bharta,Vegetarian,Asian,Snack,310,6,26,18,"obesity,diabetes",36,2,"Low GI, High Fiber, Weight Management","High Calorie, Processed, High Sugar, Refined Carbs",Snack,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Chicken Nuggets Deluxe,Non-Vegetarian,Mediterranean,Snack,339,16,21,13,ibs,91,4.8,Low FODMAP,High FODMAP,Snack,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Chickpea Curry,Vegan,Indian,Dinner,353,16,46,6,hypertension,43,2,Low Sodium,"High Sodium, Processed",Main Meal,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Vegetarian Thali,Vegetarian,Indian,Lunch,436,18,58,15,"hypertension,thyroid",57,3,"Low Sodium, Balanced Iodine","High Sodium, Processed, Goitrogenic Foods",Main Meal,"Prepare Vegetarian Thali 83 with assorted dishes using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Chicken Tikka Masala,Non-Vegetarian,Mediterranean,Lunch,381,37,19,26,general,65,3.4,General Health,Excessive Processing,Main Meal,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Vegan Burrito,Vegan,Asian,Lunch,366,16,65,12,general,45,1.2,General Health,Excessive Processing,Main Meal,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Chole Bhature Mild,Vegetarian,Indian,Snack,471,20,72,18,"pcos,thyroid",34,2,"Anti-inflammatory, Balanced Iodine","High Sugar, Processed Foods, Goitrogenic Foods",Snack,"Prepare using traditional methods with mild spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Pav Bhaji,Vegetarian,Mediterranean,Lunch,336,10,60,9,pcos,33,2.2,Anti-inflammatory,"High Sugar, Processed Foods",Main Meal,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Mushroom Stroganoff Mild,Vegan,Indian,Snack,376,11,38,14,general,34,2,General Health,Excessive Processing,Snack,"Prepare using traditional methods with mild spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Fruit Salad Mild,Vegan,Asian,Breakfast,163,1,44,0,thyroid,45,1.3,Balanced Iodine,Goitrogenic Foods,Breakfast,"Prepare using traditional methods with mild spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Onion Pakora,Vegetarian,Asian,Snack,255,4,24,12,obesity,42,1.7,Weight Management,"High Calorie, Processed",Snack,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Vada Pav,Vegetarian,Asian,Lunch,266,7,42,8,general,37,2.5,General Health,Excessive Processing,Main Meal,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Oats Porridge,Vegetarian,Indian,Breakfast,342,17,47,9,obesity,37,2.1,Weight Management,"High Calorie, Processed",Breakfast,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Non-Vegetarian Thali,Non-Vegetarian,Indian,Dinner,484,28,63,21,"general,heart",61,3.1,"Heart Healthy, General Health","Excessive Processing, High Saturated Fat, Sodium",Main Meal,"Prepare Non-Vegetarian Thali 394 with assorted dishes using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Onion Pakora with Gravy,Vegetarian,Asian,Lunch,227,4,26,13,ibs,42,3,Low FODMAP,High FODMAP,Main Meal,"Prepare in thick gravy with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Palak Paneer,Vegetarian,Western,Snack,439,21,18,27,heart,64,3,Heart Healthy,"High Saturated Fat, Sodium",Snack,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Kachori,Vegetarian,Indian,Snack,254,5,32,10,"pcos,diabetes",39,1.6,"Anti-inflammatory, Low GI, High Fiber","High Sugar, Processed Foods, High Sugar, Refined Carbs",Snack,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Aloo Tikki Spicy,Vegetarian,Mediterranean,Lunch,265,4,38,7,pcos,44,2.8,Anti-inflammatory,"High Sugar, Processed Foods",Main Meal,"Prepare using traditional methods with extra spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Kadai Vegetable Spicy,Vegetarian,Asian,Lunch,293,11,37,16,"heart,general",44,2,"Heart Healthy, General Health","Excessive Processing, High Saturated Fat, Sodium",Main Meal,"Prepare using traditional methods with extra spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Chicken Korma,Non-Vegetarian,Mediterranean,Dinner,463,29,21,25,pcos,64,4,Anti-inflammatory,"High Sugar, Processed Foods",Main Meal,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Idli Sambar Special,Vegetarian,Asian,Lunch,295,13,48,4,heart,47,2.2,Heart Healthy,"High Saturated Fat, Sodium",Main Meal,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Hummus with Veggies Mild,Vegan,Mediterranean,Lunch,224,7,22,10,hypertension,40,1.1,Low Sodium,"High Sodium, Processed",Main Meal,"Prepare using traditional methods with mild spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Chicken Sandwich Special,Non-Vegetarian,Asian,Breakfast,347,23,32,16,general,79,3.4,General Health,Excessive Processing,Breakfast,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Roasted Chickpeas Mild,Vegan,Western,Dinner,179,10,23,3,hypertension,42,2,Low Sodium,"High Sodium, Processed",Main Meal,"Prepare using traditional methods with mild spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Bacon and Eggs with Gravy,Non-Vegetarian,Western,Lunch,401,23,12,31,"pcos,ibs",35,3.3,"Anti-inflammatory, Low FODMAP","High Sugar, Processed Foods, High FODMAP",Main Meal,"Prepare in thick gravy with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Vegetable Poha Special,Vegetarian,Indian,Breakfast,306,7,55,4,ibs,33,2.5,Low FODMAP,High FODMAP,Breakfast,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Chia Pudding Mild,Vegan,Mediterranean,Breakfast,273,8,38,13,general,41,1.3,General Health,Excessive Processing,Breakfast,"Prepare using traditional methods with mild spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Mushroom Stroganoff Spicy,Vegan,Western,Lunch,293,12,46,13,heart,47,1.8,Heart Healthy,"High Saturated Fat, Sodium",Main Meal,"Prepare using traditional methods with extra spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Grilled Chicken Special,Non-Vegetarian,Western,Dinner,356,34,8,18,thyroid,71,4.9,Balanced Iodine,Goitrogenic Foods,Main Meal,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Meat Samosa,Non-Vegetarian,Asian,Lunch,295,9,25,11,general,34,4.3,General Health,Excessive Processing,Main Meal,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Idli Sambar Deluxe,Vegetarian,Western,Breakfast,283,13,47,4,pcos,37,1.7,Anti-inflammatory,"High Sugar, Processed Foods",Breakfast,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Vegetable Cutlet Spicy,Vegetarian,Western,Breakfast,238,6,35,7,diabetes,36,2.7,"Low GI, High Fiber","High Sugar, Refined Carbs",Breakfast,"Prepare using traditional methods with extra spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Non-Vegetarian Thali,Non-Vegetarian,Indian,Lunch,472,29,57,20,obesity,55,3.1,Weight Management,"High Calorie, Processed",Main Meal,"Prepare Non-Vegetarian Thali 377 with assorted dishes using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Meat Samosa Spicy,Non-Vegetarian,Mediterranean,Lunch,302,11,30,14,pcos,39,3.9,Anti-inflammatory,"High Sugar, Processed Foods",Main Meal,"Prepare using traditional methods with extra spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Meat Samosa Deluxe,Non-Vegetarian,Western,Dinner,245,9,29,13,thyroid,42,4,Balanced Iodine,Goitrogenic Foods,Main Meal,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Tandoori Chicken Spicy,Non-Vegetarian,Western,Dinner,387,34,7,17,hypertension,93,5,Low Sodium,"High Sodium, Processed",Main Meal,"Prepare using traditional methods with extra spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Chana Masala Dry,Vegetarian,Asian,Lunch,320,15,49,6,heart,42,1.6,Heart Healthy,"High Saturated Fat, Sodium",Main Meal,"Prepare dry with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Trail Mix Dry,Vegan,Asian,Dinner,228,8,30,13,obesity,44,1.6,Weight Management,"High Calorie, Processed",Main Meal,"Prepare dry with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Aloo Tikki,Vegetarian,Indian,Snack,186,3,36,6,"general,heart",42,1.7,"Heart Healthy, General Health","Excessive Processing, High Saturated Fat, Sodium",Snack,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Chia Pudding Dry,Vegan,Western,Dinner,276,8,35,11,"diabetes,heart",40,1.7,"Low GI, High Fiber, Heart Healthy","High Saturated Fat, Sodium, High Sugar, Refined Carbs",Main Meal,"Prepare dry with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Upma,Vegetarian,Western,Breakfast,249,10,51,7,"general,pcos",42,2.1,"Anti-inflammatory, General Health","Excessive Processing, High Sugar, Processed Foods",Breakfast,"Prepare using traditional methods with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
Vegetable Poha Dry,Vegetarian,Asian,Breakfast,292,7,42,5,thyroid,33,2.8,Balanced Iodine,Goitrogenic Foods,Breakfast,"Prepare dry with balanced spices using minimal oil, moderate salt, and WHO/ICMR recommended cooking practices."
